Survived,Pclass,Sex,Age,Fare,Embarked,FamilySize,Name_length,IsAlone,Title
0,3,1,1,-0.4526479785785793,0,0,-0.4274512701485322,0,1
1,1,0,2,0.9296936945476773,1,0,2.590962057806627,0,3
1,3,0,1,-0.43807617563604434,0,0,-0.5352517461469307,1,2
1,1,0,2,0.5371552287032392,0,0,1.836358725817837,0,3
0,3,1,2,-0.435377693609649,0,0,-0.31965079415013364,1,1
0,3,1,1,-0.4265633719186312,2,0,-1.182054602137322,1,1
0,1,1,3,0.5104402566419249,0,0,-0.4274512701485322,1,1
0,3,1,0,-0.5875720798983474,0,5,0.3271520618402576,0,4
1,3,0,1,-0.3688158565537705,0,0,2.37536110580983,0,3
1,2,0,0,0.0400041704451267,1,0,0.8661544418322503,0,3
1,3,0,0,-0.24864273738309003,0,0,0.4349525378386561,0,2
1,1,0,3,-0.03600235370313555,0,0,-0.31965079415013364,1,2
0,3,1,1,-0.435377693609649,0,0,0.3271520618402576,1,1
0,3,1,2,-0.5875720798983474,0,7,0.003750633845061978,0,1
0,3,0,0,-0.43960459585579476,0,0,0.9739549178306488,1,2
1,2,0,3,-0.26375423673090403,0,0,0.5427530138370547,1,3
0,3,1,0,-0.5875720798983474,2,6,-0.7508526981437278,0,4
1,2,1,1,-0.32851780536439273,0,0,0.11155110984346052,1,1
0,3,0,1,-0.22057852430857827,0,0,3.022163961800221,0,3
1,3,0,1,-0.45318767498385837,1,0,-0.4274512701485322,1,3
0,2,1,2,-0.04787567461927516,0,0,-0.7508526981437278,1,1
1,2,1,2,-0.32851780536439273,0,0,-0.6430522221453293,1,1
1,3,0,0,-0.43582672101884123,2,0,0.003750633845061978,1,2
1,1,1,1,0.1572089593867723,0,0,0.11155110984346052,1,1
0,3,0,0,-0.5875720798983474,0,5,0.21935158584185907,0,2
1,3,0,2,-0.5875720798983474,0,7,3.2377649137970184,0,3
0,3,1,1,-0.45318767498385837,1,0,-0.4274512701485322,1,1
0,1,1,1,-0.5875720798983474,0,6,0.3271520618402576,0,1
1,3,0,1,-0.43906489945051563,2,0,0.21935158584185907,1,2
0,3,1,1,-0.4387065410374103,0,0,-0.8586531741421264,1,1
0,1,1,2,-0.010727291651106047,1,0,-0.31965079415013364,1,5
1,1,0,1,2.5539100262350454,1,0,2.0519596778146343,0,3
1,3,0,1,-0.44185405047299786,2,0,-0.31965079415013364,1,2
0,2,1,4,-0.38248744589229994,0,0,-0.6430522221453293,1,1
0,1,1,1,1.1647314790467131,1,0,-0.4274512701485322,0,1
0,1,1,2,0.5134085868709599,0,0,0.3271520618402576,0,1
1,3,1,1,-0.45309700598777153,1,0,-1.182054602137322,1,1
0,3,1,1,-0.435377693609649,0,0,-0.31965079415013364,1,1
0,3,0,1,-0.22057852430857827,0,0,0.7583539658338517,0,2
1,3,0,0,-0.36647573294048036,1,0,0.003750633845061978,0,2
0,3,0,2,-0.4046149985087419,0,0,2.0519596778146343,0,3
0,2,0,1,-0.1558149556750896,0,0,3.1299644377986198,0,3
0,3,1,1,-0.4387065410374103,1,0,-0.8586531741421264,1,1
1,2,0,0,0.2884458548656737,1,0,1.405156821824243,0,2
1,3,0,1,-0.43906489945051563,2,0,0.21935158584185907,1,2
0,3,1,1,-0.435377693609649,0,0,-0.31965079415013364,1,1
0,3,1,1,-0.2745481648364855,2,0,-1.0742541261389233,0,1
1,3,0,1,-0.44185405047299786,2,0,-0.2118503181517351,1,2
0,3,1,1,-0.14115248373646774,1,0,-0.8586531741421264,0,1
0,3,0,1,-0.22489609555081083,0,0,1.9441592018162357,0,3
0,3,1,0,-0.5875720798983474,0,6,-0.10404984215333657,0,4
0,3,1,1,-0.44077465766243973,0,0,0.11155110984346052,1,1
1,1,0,3,1.0472590006880493,1,0,1.405156821824243,0,3
1,2,0,1,-0.04787567461927516,0,0,2.483161581808228,0,3
0,1,1,4,0.7288381215733967,1,0,0.3271520618402576,0,1
1,1,1,1,0.1572089593867723,0,0,-1.0742541261389233,1,1
1,2,0,1,-0.38248744589229994,0,0,-1.0742541261389233,1,2
0,3,1,1,-0.45309700598777153,1,0,-0.8586531741421264,1,1
1,2,0,0,-0.010096926249740103,0,0,0.11155110984346052,0,2
0,3,1,0,-0.5875720798983474,0,8,0.7583539658338517,0,4
0,3,1,1,-0.45309700598777153,1,0,-0.6430522221453293,1,1
1,1,0,2,1.1178685607835208,0,0,-0.8586531741421264,1,2
0,1,1,2,1.1928863611173117,0,0,0.003750633845061978,0,1
0,3,1,0,-0.5875720798983474,0,6,-0.6430522221453293,0,4
0,1,1,1,-0.010727291651106047,1,0,-0.6430522221453293,1,1
1,3,1,1,-0.2800357978853631,1,0,-0.31965079415013364,0,4
1,2,0,1,-0.38248744589229994,0,0,0.11155110984346052,1,3
0,3,1,1,-0.43303972878198005,0,0,-0.31965079415013364,1,1
1,3,0,1,-0.5875720798983474,0,7,0.4349525378386561,0,2
0,3,1,1,-0.4221551316803117,0,0,-1.0742541261389233,0,1
0,2,1,1,-0.38248744589229994,0,0,-0.10404984215333657,1,1
0,3,0,0,-0.5875720798983474,0,8,-0.10404984215333657,0,2
0,2,1,1,0.9775474954109621,0,0,-0.7508526981437278,1,1
0,3,1,1,-0.29712474486211965,1,0,0.003750633845061978,0,1
1,3,1,1,0.6104632708251061,0,0,-1.5054560301325175,1,1
0,3,1,1,-0.4440128360941142,0,0,-0.4274512701485322,1,1
0,3,1,1,-0.4387065410374103,0,0,-1.0742541261389233,1,1
0,3,1,1,-0.435377693609649,0,0,-0.31965079415013364,1,1
1,2,1,0,0.01688789401421351,0,0,0.21935158584185907,0,4
1,3,0,1,-0.33985142987525324,0,0,-0.31965079415013364,1,2
0,3,1,1,-0.41486923020904426,0,0,-0.7508526981437278,1,1
1,3,1,1,-0.4040753021034628,0,0,0.003750633845061978,1,1
1,3,0,1,-0.44104450586507926,2,0,0.3271520618402576,1,2
0,1,1,1,0.40762809143626183,0,0,-0.4274512701485322,1,1
1,2,0,1,-0.38248744589229994,0,0,-0.8586531741421264,1,2
1,3,0,2,-0.2669924151625785,0,0,3.022163961800221,0,3
0,3,1,0,-0.5875720798983474,0,5,-0.5352517461469307,0,1
0,3,1,1,-0.435377693609649,0,0,0.21935158584185907,1,1
1,1,0,1,-0.5875720798983474,0,6,-0.10404984215333657,0,2
0,3,1,1,-0.435377693609649,0,0,-0.5352517461469307,1,1
0,3,1,1,-0.435377693609649,0,0,-0.7508526981437278,1,1
0,3,1,1,-0.43960459585579476,0,0,-0.10404984215333657,1,1
0,1,1,2,0.7114771676083794,0,0,0.003750633845061978,0,1
0,3,1,1,-0.16498979456483384,0,0,-0.4274512701485322,0,1
0,3,1,3,-0.4526479785785793,0,0,-1.0742541261389233,1,1
0,3,1,1,-0.435377693609649,0,0,0.003750633845061978,1,1
0,1,1,4,0.1389499506033708,1,0,-0.2118503181517351,1,1
1,1,1,1,0.7586099340742114,1,0,0.4349525378386561,0,1
1,2,0,2,-0.11263924325276382,0,0,0.9739549178306488,0,3
0,2,1,2,-0.04787567461927516,0,0,-1.0742541261389233,0,1
0,3,0,1,-0.4387065410374103,0,0,-0.4274512701485322,1,2
0,3,1,1,-0.4387065410374103,0,0,0.5427530138370547,1,1
0,1,1,1,1.0593115008107414,0,0,-0.2118503181517351,0,1
0,3,1,2,-0.4223343108868644,0,0,-0.10404984215333657,1,1
0,3,1,2,-0.43807617563604434,0,0,0.3271520618402576,0,1
0,3,1,1,-0.4387065410374103,0,0,-0.6430522221453293,1,1
1,3,0,1,-0.4440128360941142,0,0,0.5427530138370547,1,2
1,3,1,1,-0.44131435406771885,0,0,-0.5352517461469307,1,1
0,3,1,2,-0.4387065410374103,0,0,-1.2898550781357205,1,1
1,3,0,1,-0.08781320860992653,2,0,-0.8586531741421264,0,2
0,1,1,2,0.5134085868709599,0,0,0.3271520618402576,1,1
0,3,0,0,-0.29712474486211965,1,0,-0.7508526981437278,0,2
0,3,1,1,-0.435377693609649,0,0,-0.5352517461469307,1,1
0,3,0,1,-0.3970592488348349,0,0,-0.4274512701485322,0,2
0,3,0,1,-0.2970362346516539,1,0,-0.6430522221453293,1,2
0,3,1,1,-0.43807617563604434,0,0,-0.6430522221453293,1,1
0,3,1,4,-0.44185405047299786,2,0,-0.7508526981437278,1,1
0,2,1,1,-0.1558149556750896,0,0,0.4349525378386561,0,1
0,1,1,1,4.734283503562497,1,0,-0.31965079415013364,0,1
0,3,0,0,-0.5875720798983474,0,7,0.6505534898354532,0,2
0,2,1,1,0.9775474954109621,0,0,0.003750633845061978,0,1
0,3,1,1,-0.435377693609649,0,0,-0.10404984215333657,1,1
0,2,1,1,0.0400041704451267,1,0,-0.7508526981437278,0,1
1,2,0,1,-0.32851780536439273,0,0,-0.8586531741421264,1,2
0,1,1,3,1.0593115008107414,0,0,0.003750633845061978,0,1
1,3,1,0,-0.36647573294048036,1,0,0.11155110984346052,0,4
0,3,1,1,-0.44185405047299786,2,0,-0.8586531741421264,1,1
1,3,1,1,-0.45498594340624826,0,0,-0.2118503181517351,1,1
1,3,0,1,-0.12649217058346704,1,0,-1.0742541261389233,0,2
0,3,1,2,-0.4585846390366491,0,0,-0.9664536501405249,1,1
0,3,1,2,-0.4387065410374103,1,0,-0.7508526981437278,1,1
0,3,1,1,-0.4569655498208119,0,0,0.3271520618402576,1,1
0,3,0,2,-0.29613602104764836,0,0,2.0519596778146343,0,3
1,2,0,1,-0.04787567461927516,0,0,1.9441592018162357,0,3
0,2,1,1,-0.32851780536439273,0,0,0.3271520618402576,1,1
0,2,1,1,-0.2843533691275957,1,0,-0.9664536501405249,1,1
1,1,0,1,-0.0417598349546527,0,0,0.11155110984346052,0,2
0,1,1,2,0.5371552287032392,0,0,0.003750633845061978,0,1
0,3,1,0,-0.4101911417680853,0,0,-0.8586531741421264,1,1
0,1,1,1,1.1005982758145907,1,0,-0.9664536501405249,1,1
0,3,0,1,-0.2800357978853631,1,0,0.21935158584185907,0,3
1,3,0,1,-0.44185405047299786,0,0,-0.31965079415013364,1,2
1,3,0,1,-0.2669924151625785,0,0,2.6987625338050254,0,3
0,3,1,1,-0.46344190668416074,2,0,-0.8586531741421264,1,1
0,2,1,1,-0.36089958968113706,0,0,-0.10404984215333657,1,1
0,2,1,1,0.1841937796507259,0,0,0.11155110984346052,0,1
1,3,1,1,-0.4408653266585266,0,0,1.836358725817837,1,1
0,3,0,0,-0.5875720798983474,0,5,0.5427530138370547,0,2
0,2,1,2,-0.04787567461927516,0,0,1.405156821824243,0,1
0,2,1,2,-0.32851780536439273,0,0,0.6505534898354532,1,5
0,2,1,3,-0.33877203706469505,0,0,-0.10404984215333657,1,5
1,1,0,1,0.828591287553938,0,0,0.6505534898354532,0,3
0,3,1,3,-0.435377693609649,0,0,-1.182054602137322,1,1
0,3,1,2,-0.29613602104764836,0,0,0.4349525378386561,0,1
0,3,1,1,-0.45129873756538164,0,0,-0.6430522221453293,1,1
0,1,1,3,0.7158854078466989,1,0,0.003750633845061978,0,1
1,3,0,0,-0.4422145676717243,2,0,0.5427530138370547,1,2
0,3,1,1,-0.435377693609649,0,0,-1.2898550781357205,1,1
0,3,1,1,-0.4221551316803117,0,0,-0.8586531741421264,1,1
0,3,1,1,-0.5875720798983474,0,11,-0.10404984215333657,0,4
0,3,1,2,-0.2615954511097877,0,0,-0.31965079415013364,0,1
1,2,0,2,-0.26915120078369476,0,0,2.483161581808228,1,3
0,3,1,1,-0.44131435406771885,0,0,-0.10404984215333657,1,1
0,3,1,1,-0.4221551316803117,0,0,-1.2898550781357205,1,1
0,3,1,0,-0.5875720798983474,0,6,0.11155110984346052,0,4
1,3,1,0,-0.166069187375392,0,0,2.159760153813033,0,4
1,1,0,1,0.5781721555044486,0,0,1.189555869827446,0,3
0,3,0,2,-0.5875720798983474,0,6,2.159760153813033,0,3
0,1,1,1,-0.04949476383511236,0,0,-0.8586531741421264,1,1
0,3,1,1,0.6104632708251061,0,0,-1.5054560301325175,1,1
0,1,1,3,0.11403324696444651,0,0,-0.2118503181517351,1,1
0,3,1,0,-0.5875720798983474,2,6,-0.7508526981437278,0,4
1,3,0,0,-0.3688158565537705,0,0,0.11155110984346052,0,2
0,3,1,1,-0.43807617563604434,0,0,-0.2118503181517351,1,1
0,1,1,3,0.0534965805771035,1,0,-0.4274512701485322,1,1
0,3,1,1,-0.43960459585579476,0,0,-0.5352517461469307,0,1
0,3,1,1,-0.5875720798983474,0,5,0.21935158584185907,0,4
0,1,0,3,0.010681385353504148,1,0,-0.10404984215333657,1,2
0,2,1,1,-0.32851780536439273,0,0,-0.9664536501405249,1,1
0,3,1,2,-0.6091599361095102,0,0,-0.8586531741421264,1,1
0,3,0,1,-0.5875720798983474,0,11,0.11155110984346052,0,2
0,2,1,1,-0.2842627001315088,1,0,-1.182054602137322,1,1
0,3,1,0,-0.5875720798983474,0,7,1.0817553938290474,0,4
1,2,1,0,0.2327664561258424,0,0,-0.2118503181517351,0,4
1,3,0,0,-0.13368740305864768,0,0,0.8661544418322503,0,2
0,1,1,1,0.47023287444863415,0,0,-0.6430522221453293,1,1
1,3,0,1,-0.2745481648364855,2,0,2.159760153813033,0,3
1,1,1,2,-0.03600235370313555,0,0,1.9441592018162357,1,1
0,3,1,2,-0.2745481648364855,2,0,-1.182054602137322,0,1
0,3,1,2,-0.4387065410374103,0,0,-0.8586531741421264,1,1
1,2,0,1,-0.32851780536439273,0,0,-0.8586531741421264,1,3
0,2,1,1,-0.32851780536439273,0,0,-0.6430522221453293,1,1
1,3,0,1,-0.43960459585579476,0,0,2.159760153813033,0,2
1,2,1,0,-0.04787567461927516,0,0,-0.10404984215333657,0,4
1,1,0,2,-0.010727291651106047,1,0,1.5129572978226415,1,3
1,1,0,3,2.5539100262350454,1,0,-0.7508526981437278,1,2
0,3,1,1,-0.44185405047299786,2,0,-0.8586531741421264,1,1
0,3,1,2,-0.4277312749396551,0,0,0.5427530138370547,0,1
1,3,0,1,-0.44185405047299786,2,0,0.5427530138370547,1,2
0,2,0,1,-0.32851780536439273,0,0,1.189555869827446,1,2
0,3,1,1,-0.4040753021034628,0,0,0.3271520618402576,1,1
0,3,1,1,-0.5875720798983474,0,11,-0.8586531741421264,0,1
0,3,1,2,-0.4689295397330384,0,0,-0.10404984215333657,1,1
0,3,1,2,-0.45318767498385837,1,0,-0.7508526981437278,1,1
1,3,1,1,-0.435377693609649,0,0,-0.31965079415013364,1,1
0,3,0,0,-0.3832969905002186,0,0,-0.10404984215333657,0,2
0,3,1,1,-0.2669924151625785,0,0,-0.10404984215333657,0,1
1,3,1,1,-0.20357808754228746,1,0,0.003750633845061978,1,1
1,3,0,0,-0.44185405047299786,2,0,-0.2118503181517351,1,2
1,1,1,2,0.06006360643653928,1,0,-1.182054602137322,1,1
0,3,1,1,-0.4569655498208119,0,0,-1.3976555541341191,1,1
1,2,0,2,-0.1558149556750896,0,0,-0.10404984215333657,1,2
0,3,1,1,-0.4526479785785793,0,0,-0.5352517461469307,1,1
0,2,1,1,-0.32851780536439273,0,0,0.003750633845061978,1,1
0,3,1,1,-0.44185405047299786,2,0,-0.8586531741421264,0,1
1,1,0,1,1.8362044762099663,1,0,-0.4274512701485322,0,2
1,3,0,1,-0.43807617563604434,0,0,-0.5352517461469307,1,2
0,2,1,2,-0.02628781840811227,0,0,0.11155110984346052,0,1
1,1,0,1,1.0378143135956657,1,0,-0.6430522221453293,1,2
0,2,1,1,-0.38248744589229994,0,0,-0.9664536501405249,1,1
1,3,1,0,-0.435377693609649,0,0,0.3271520618402576,1,1
0,2,1,1,-0.32851780536439273,0,0,-0.7508526981437278,1,1
0,3,1,3,-0.435377693609649,0,0,-0.4274512701485322,1,1
0,3,1,1,-0.4387065410374103,0,0,-0.7508526981437278,1,1
1,1,1,2,1.3337471228951496,0,0,0.11155110984346052,0,1
0,3,1,1,-0.4073134805351372,0,0,0.11155110984346052,1,1
1,2,1,1,-0.38248744589229994,0,0,-0.2118503181517351,1,1
0,3,1,1,-0.4526479785785793,0,0,0.4349525378386561,1,1
0,2,1,1,-0.32851780536439273,0,0,-0.2118503181517351,1,1
0,3,0,1,-0.5875720798983474,0,5,-0.4274512701485322,0,2
1,1,0,2,1.1928863611173117,0,0,1.836358725817837,0,3
0,3,1,1,-0.44131435406771885,0,0,-0.31965079415013364,1,1
0,2,1,3,-0.31772387725881124,0,0,-0.2118503181517351,1,1
1,3,0,0,-0.5875720798983474,0,7,0.3271520618402576,0,2
0,2,1,1,-0.38248744589229994,0,0,0.6505534898354532,1,1
0,3,0,1,-0.44617162171523045,0,0,0.11155110984346052,1,2
0,2,1,2,-0.04787567461927516,0,0,-1.0742541261389233,0,1
1,2,0,0,-0.04247871056648444,0,0,0.5427530138370547,0,2
0,2,1,1,-0.38248744589229994,0,0,0.4349525378386561,1,1
0,2,1,2,-0.3441690011174858,0,0,-0.5352517461469307,1,1
0,3,0,1,-0.29712474486211965,1,0,-0.6430522221453293,0,2
1,3,0,1,-0.2745481648364855,2,0,0.3271520618402576,0,2
0,2,1,1,-0.38248744589229994,0,0,0.4349525378386561,1,1
0,3,1,1,-0.4553464606049747,0,0,0.21935158584185907,1,1
0,3,1,1,-0.45318767498385837,1,0,-0.7508526981437278,1,1
0,1,1,2,1.3337471228951496,2,0,0.003750633845061978,0,5
0,3,0,1,-0.44131435406771885,0,0,1.0817553938290474,1,2
1,2,0,1,-0.29613602104764836,0,0,0.4349525378386561,0,3
1,1,1,2,0.5253725767831865,0,0,0.21935158584185907,0,1
0,2,1,3,-0.04787567461927516,0,0,0.21935158584185907,0,5
0,3,1,1,-0.4526479785785793,0,0,-0.5352517461469307,1,1
0,3,0,1,-0.3832969905002186,0,0,1.6207577738210401,0,3
0,1,1,3,-0.03600235370313555,0,0,-0.2118503181517351,1,1
0,3,1,1,-0.2615954511097877,0,0,-0.31965079415013364,0,1
0,3,0,2,-0.17281539244138042,0,0,1.405156821824243,0,3
1,3,0,1,-0.2800357978853631,1,0,1.2973563458258444,0,3
1,1,0,1,1.1005982758145907,1,0,0.3271520618402576,1,3
1,1,0,1,1.2581896261560797,0,0,-0.7508526981437278,1,2
1,1,0,2,10.450929166270603,1,0,-1.182054602137322,1,2
1,2,0,3,-0.04787567461927516,0,0,0.003750633845061978,0,3
0,3,1,1,-0.44185405047299786,2,0,-1.0742541261389233,1,1
1,3,1,0,-0.5875720798983474,0,7,0.6505534898354532,0,4
0,1,1,3,1.1103128111096139,0,0,-1.0742541261389233,0,1
0,1,1,2,-0.6091599361095102,0,0,-0.6430522221453293,1,1
0,3,0,1,-0.44185405047299786,2,0,-0.9664536501405249,1,2
0,2,1,2,-0.38248744589229994,0,0,-1.0742541261389233,1,1
0,3,1,0,-0.5875720798983474,0,6,-0.2118503181517351,0,1
1,3,1,1,-0.44131435406771885,0,0,-0.31965079415013364,0,1
1,1,0,3,2.7037664476960748,0,0,1.9441592018162357,0,3
1,1,0,2,2.3188722417360093,0,0,-0.5352517461469307,1,2
0,1,1,1,0.06006360643653928,0,0,-0.6430522221453293,1,1
1,3,1,1,-0.6091599361095102,0,0,0.11155110984346052,1,1
1,2,0,2,-0.18819673999183392,0,0,1.5129572978226415,0,3
0,1,1,2,0.03199939336202751,1,0,-0.6430522221453293,0,1
1,3,0,1,-0.44185405047299786,2,0,-0.10404984215333657,1,2
1,1,0,3,1.0737926347571893,0,0,0.6505534898354532,0,2
0,3,0,2,-0.44185405047299786,0,0,0.6505534898354532,1,2
0,2,1,1,-0.6091599361095102,0,0,0.003750633845061978,1,1
0,3,1,0,-0.5875720798983474,2,6,-0.9664536501405249,0,4
1,3,0,2,-0.17200584783346176,0,0,0.5427530138370547,0,3
0,3,1,4,-0.44185405047299786,2,0,-1.182054602137322,1,1
0,3,1,1,-0.43960459585579476,0,0,0.5427530138370547,1,1
0,3,1,0,-0.4040753021034628,0,0,-0.2118503181517351,1,1
1,3,1,1,-0.435377693609649,0,0,-0.10404984215333657,1,1
0,1,1,1,-0.04787567461927516,0,0,-0.10404984215333657,1,1
0,3,1,2,-0.4221551316803117,1,0,-0.8586531741421264,1,1
1,3,1,1,-0.4040753021034628,0,0,-0.4274512701485322,1,1
0,3,1,1,-0.4387065410374103,0,0,-0.7508526981437278,1,1
1,2,1,2,-0.32851780536439273,0,0,-0.7508526981437278,1,1
1,3,0,1,-0.44185405047299786,2,0,-0.7508526981437278,1,2
1,1,0,1,1.0930425261406833,0,0,0.11155110984346052,1,2
1,1,0,1,1.3570447373182366,1,0,1.2973563458258444,0,3
0,2,1,2,-0.33121628739078807,1,0,-0.5352517461469307,1,1
0,3,0,1,-0.41810740864071866,0,0,-0.8586531741421264,1,2
0,3,1,1,-0.4387065410374103,0,0,-1.182054602137322,1,1
